,Indicador global de la actividad económica. Total (IGAE) Base 2013 Serie original,Remesas Familiares Total,Tipo de cambio                                            Pesos por dólar E.U.A. Para solventar obligaciones denominadas en moneda extranjera Fecha de determinación (FIX)                              Cotizaciones promedio,Indice de volumen de la inversión fija bruta Total,IPC Por objeto del gasto                                                         Nacional I n d i c e   G e n e r a l,Balanza de pagos con base en MBP6 (a partir de 2002) Cuenta corriente (I - II)
2018-07-01,4.725634069403229,7.957878653100591,2.9449388542080914,4.622322244805657,4.604260762587959,2.160567292252721
2018-08-01,4.739050517726279,7.966712947039405,2.936910712745649,4.6179876896987055,4.610078122340674,2.160567292252721
2018-09-01,4.689219931674067,7.907687466032385,2.94524917718316,4.618283825133474,4.614298396814963,2.160567292252721
2018-10-01,4.75325823946479,8.012128905889101,2.954175634248325,4.6605102810212555,4.6194674906889155,2.117854903799826
2018-11-01,4.76836753530709,7.994555107777164,3.008707727076381,4.609460967405248,4.627938998040793,2.117854903799826
2018-12-01,4.728340462148589,8.003420161646815,3.0012768738093416,4.627029520340985,4.634923144137439,2.117854903799826
2019-01-01,4.723165643525793,7.817944353548668,2.9530909166639354,4.570682255529419,4.635776982580992,2.238596900358285
2019-02-01,4.689922095636138,7.810774978973322,2.955165454806962,4.531954123656832,4.635495684534158,2.238596900358285
2019-03-01,4.721097278224243,8.004006215184027,2.9573915730759466,4.557764063590821,4.639339701758188,2.238596900358285
2019-04-01,4.698827181854751,7.9963943668688975,2.9437229333931594,4.549551762225079,4.639871084767401,2.126206675631186
2019-05-01,4.7470169102163275,8.107012251230682,2.950719217123591,4.552296696381023,4.636988569374611,2.126206675631186
2019-06-01,4.725898214227039,8.076623805198558,2.9587829787757123,4.526776118560079,4.637627695536626,2.126206675631186
2019-07-01,4.730697380314413,8.09976573891248,2.9472455633377503,4.552296696381023,4.641376745756999,1.85366908900746
2019-08-01,4.729442343897488,8.12968527353815,2.9798569243957007,4.571199666416938,4.641212777335021,1.85366908900746
2019-09-01,4.690008453484742,8.039557665191333,2.9748405534114384,4.5306621338130295,4.643833051265483,1.85366908900746
2019-10-01,4.7480914801773935,8.056748465931031,2.9613581964626543,4.571199666416938,4.6492157791267665,2.0482127456684585
2019-11-01,4.755859166757269,7.981020665225624,2.9617876175010536,4.5803650670691205,4.657250170853527,2.0482127456684585
2019-12-01,4.730565066794689,8.04532295714678,2.950059993727633,4.595220855134423,4.662816258680908,2.0482127456684585
2020-01-01,4.721606537494509,7.871243440630772,2.934069613161884,4.496582245571192,4.667647208697176,2.194984074181968
2020-02-01,4.689786112843264,7.9127667094563385,2.936210480897867,4.446994751022215,4.671790912829986,2.194984074181968
2020-03-01,4.700520364992437,8.305189733204346,3.1080962079241434,4.457365991219697,4.671313668485865,2.194984074181968
2020-04-01,4.480367444748252,7.9757391362259815,3.189067951611046,4.087655574071304,4.661125098132538,1.9946611679840773
2020-05-01,4.488740858655005,8.144795780423653,3.1537184456107727,4.075501474420621,4.664966229334057,1.9946611679840773
2020-06-01,4.584509210416408,8.171023304215508,3.104541834411266,4.275832438267478,4.670424076188189,1.9946611679840773
2020-07-01,4.629097627861221,8.169568937565913,3.1092082694388297,4.316153890523174,4.676969781603866,2.269855372498279
2020-08-01,4.633157851728192,8.181496821732416,3.100416560620793,4.3556826593342794,4.68089898674631,2.269855372498279
2020-09-01,4.639688514084751,8.180319614268688,3.076436300968954,4.371723741677985,4.683186225972732,2.269855372498279
2020-10-01,4.695545481985845,8.189161346263258,3.0573211362231127,4.404399485525607,4.689272335275586,2.2704602147774455
2020-11-01,4.712461037348575,8.127799050731863,3.0146472521046026,4.472780997942346,4.6900259078885576,2.2704602147774455
2020-12-01,4.711268329531567,8.20249858343264,2.99398574926798,4.490881039585964,4.693831035183498,2.2704602147774455
2021-01-01,4.659144034478212,8.097849246269442,2.991799550526278,4.37449836825309,4.702387636703451,2.2217183168403896
2021-02-01,4.632813562739899,8.061721066573773,3.011098604434456,4.388257184424518,4.708692012292206,2.2217183168403896
2021-03-01,4.714191393131405,8.332631711867304,3.0328112717954117,4.485372622532496,4.716926206734773,2.2217183168403896
2021-04-01,4.6806013537608155,8.306052961137866,2.9964969810906377,4.460375601084858,4.720193862556873,2.1404469214301893
2021-05-01,4.711121726956045,8.41756300380067,2.9938855694451147,4.44464925915299,4.722232962319992,2.1404469214301893
2021-06-01,4.707758362261933,8.402350214548282,2.9972361421764977,4.403788126455394,4.72754709806211,2.1404469214301893
2021-07-01,4.693314754007505,8.42179609783502,2.9942361549264533,4.446994751022215,4.73340507687828,2.126347137883488
2021-08-01,4.671981746812485,8.465636093814625,2.9995300528522084,4.484244718059211,4.7353120907833395,2.126347137883488
