,Indicador global de la actividad económica. Total (IGAE) Base 2013 Serie original,Remesas Familiares Total,Tipo de cambio                                            Pesos por dólar E.U.A. Para solventar obligaciones denominadas en moneda extranjera Fecha de determinación (FIX)                              Cotizaciones promedio,Indice de volumen de la inversión fija bruta Total,IPC Por objeto del gasto                                                         Nacional I n d i c e   G e n e r a l
2021-01-31,111.99455196367632,4297.179052303357,20.176028917446136,89.70567834220233,112.85466703389805
2021-02-28,111.60410352964615,4212.165096660535,20.33550978208472,91.81930864995348,113.44027810267606
2021-03-31,111.19064346041259,4302.314334383139,20.341869414442176,93.40494476835441,113.89176622759835
2021-04-30,108.86776443001878,4175.029424333905,20.389501805632563,93.47195015101877,114.35437935451772
2021-05-31,113.54258040345924,4281.43580941306,20.43713419682295,96.53058122793722,115.01286693404967
2021-06-30,114.72466019526665,4086.1654450182195,20.484766588013336,98.72341530482676,115.65486316434388
2021-07-31,113.23409350992432,4288.895497319826,20.532398979203723,101.00131437098707,116.26952059556676
2021-08-31,109.79215927521024,3925.0783862324542,20.58003137039411,90.72316496333703,116.96492578819252
2021-09-30,107.28383785428782,3924.621898419534,20.627663761584497,90.2835129917345,117.54439964713063
2021-10-31,112.1949195160073,4663.480044353096,20.675296152774884,94.68449076714114,118.08972029943547
2021-11-30,109.31588263572009,4403.40046958273,20.72292854396527,91.80445307601951,118.17257587137286
2021-12-31,112.60569724630604,4757.141419193336,20.770560935155657,91.88030139910266,118.54424085741735
2022-01-31,112.65376764787264,4680.192457363173,20.818193326346044,94.13335061269903,119.0884146066019
2022-02-28,112.23592906608148,4624.611170631386,20.86582571753643,96.07720230505225,119.73572179544952
2022-03-31,112.2614189561602,4694.534093655253,20.913458108726818,97.45777658336287,120.26100974470592
2022-04-30,109.68293947010407,4589.847802258876,20.961090499917205,96.75933367482631,120.76299400174128
2022-05-31,114.37434054472264,4676.78902462212,21.008722891107592,99.53954328362668,121.44526871087305
2022-06-30,115.52446562878254,4508.637230127582,21.05635528229798,101.31556099108003,122.04337749375999
2022-07-31,114.02485144800879,4684.402023529333,21.103987673488366,103.8370191324371,122.66786796193333
2022-08-31,111.36900924795944,4362.42527620596,21.151620064678752,93.44881121519396,123.40628365995511
2022-09-30,109.10583334014109,4356.237207684949,21.19925245586914,92.6460468865839,124.02943846059019
2022-10-31,112.4754121948345,5028.425925939844,21.246884847059526,95.40585340669497,124.68109534807508
2022-11-30,107.57507160053638,4789.0316122259865,21.294517238249913,89.80335681193993,124.96451834563138
2022-12-31,110.16909299938077,5112.486619069074,21.3421496294403,89.87666169431073,125.37815344710857
2023-01-31,111.44790427564955,5039.360231860018,21.389782020630687,93.21313053336559,125.94095175607653
2023-02-28,111.65799397158982,4992.444339907972,21.437414411821074,95.12089649695056,126.5980488681333
2023-03-31,111.87864739379599,5052.659977979984,21.48504680301146,96.51691907632568,127.15276407568875
2023-04-30,109.85105305092807,4960.746010590878,21.532679194201847,96.23329052156106,127.70435821553123
2023-05-31,114.5286712259024,5036.920114114152,21.580311585392234,98.97919533877881,128.4014944823047
2023-06-30,115.7928306973171,4887.179623920766,21.62794397658262,100.8494886976713,129.06206628044185
2023-07-31,114.4747970565768,5044.016101474662,21.675576367773008,103.09862972625307,129.72048182851177
2023-08-31,111.61432922163759,4754.981480728673,21.723208758963395,93.39795257445937,130.45287756869857
2023-09-30,109.38433508156008,4747.928514308906,21.77084115015378,92.82074029200622,131.09608286503905
2023-10-31,113.42830427178455,5356.084213495135,21.81847354134417,96.21010213242877,131.7350255063621
2023-11-30,109.82221037702138,5138.7936977951285,21.866105932534555,92.27329025050612,132.05044440460568
2023-12-31,112.67279244024952,5431.847685743507,21.913738323724942,92.34335787114344,132.5327478427682
2024-01-31,113.27311254537625,5364.9011160442415,21.96137071491533,94.94939909138324,133.13989255528492
2024-02-29,113.16033425031424,5323.374057131082,22.009003106105716,96.75827573637571,133.82347829357352
2024-03-31,113.2773127822373,5376.997460436246,22.056635497296103,98.06158431028464,134.419862261885
2024-04-30,111.06560838024818,5294.677245338895,22.10426788848649,97.59356955337945,135.0053835025848
2024-05-31,115.53644208835274,5362.858769571472,22.151900279676877,100.18856552710432,135.71772982096093
2024-06-30,116.68570387083957,5228.198517517749,22.199532670867264,101.89887051253523,136.38192924538708
2024-07-31,115.33731455144716,5369.321602138117,22.24716506205765,104.14315096300956,137.05642093086598
2024-08-31,112.71622905042975,5108.80038744557,22.294797453248037,94.70022818717283,137.80471357974983
